"commentsCount","text","likesCount","reactionAngryCount","reactionCareCount","reactionHahaCount","reactionLikeCount","reactionLoveCount","reactionSadCount","reactionWowCount","sharesCount"
"6","Yazawa vẫn luôn ở một phân khúc khá cao trong lòng mình và đúng như dự đoán thì Yazawa không phản bội mình dù ở HN :3 
Đây là lần đầu mình thử Yazawa ngoài HN và mọi thứ trên cả tuyệt vời!
Lần này mình thử course Ha Noi Special và thực sự mình phải wow với từng món một từ cách trang trí, chất lượng thịt, sự hài hoà đến từ thứ tự sắp xếp các món ăn.
Vì mình không hiểu về rượu lắm nên mình chọn set wine pairing cho nhanh và đỡ phải suy nghĩ nhiều. Set      wine cho mỗi người là 4 ly với độ đậm vị của rượu tăng dần để phù hợp với từng món ăn. Đợt này may mắn nên nhóm mình được cửa hàng trưởng của nhà hàng phục vụ nên mình thực sự quá hài lòng với chất lượng đồ ăn và chất lượng phục vụ ở đây.

Yukke thì tuyệt với trên cả tuyệt vời, độ ngọt tự nhiên đến từ loại thịt bò cao cấp khiến mình cạn lời, không biết diễn tả sao….
Lưỡi bò dày, thơm ngon! Quá hợp với sốt ponzu hoặc chấm với sốt mơ cũng đủ đỉnh.
Cũng như Yazawa SG thì món Yazawa Yaki là sự lựa chọn không thể thiếu ở Yazawa. Nhưng nước sốt hơi khác trong SG vì họ có dùng củ khoai mỡ?(kiểu nước sốt khoai sền sệt làm sốt). Mình hỏi sao sốt lại khác trong SG thì anh cửa hàng trưởng có nói là ngoài này có 1 số nguyên liệu họ không mua được nên họ đã phát triển loại nước sốt này cho chi nhánh ngoài HN. Đồng thời, sự thay đổi trong cách nấu món ăn giữa 2 chi nhánh cũng giúp trải nghiệm khách hàng tốt hơn và có lý do cho khách đến HN để thử dù có thể họ đã ăn ở Yazawa SG. 
Mình thấy yazawa yaki với nước sốt đặc biệt này quá đỉnh!!!
Course này hơi nhiều nên đến món cơm thì dù nó quá ngon nhưng cũng không thể ăn hết được… 
Bọn mình có 5 người mà không ăn hết 1 thố cơm vì quá to và nhiều.
Tráng miệng dưa lưới Fuji đỉnh của chóp! Dưa gì mà vừa thơm vừa ngọt vừa đẹp ý ạ :(( 
Mình ăn ngon, hạnh phúc mà lại không đủ ngôn từ để diễn tả hết…. 
Thực sự quá là ưng Yazawa… ngoài việc giá cao thì mọi thứ quá là hoàn hảo ạ! Phí thuế tính ra cũng cao ngất ngưởng….

#diningreview
#hanoi
#yazawa","22",,"1",,"21",,,,"1"
"4","HCMC - nếu cần chỗ tiếp khách nước ngoài, giới thiệu ẩm thực Việt mà vị trí trung tâm, giá hợp lý thì Secret Garden tại 19 Lê Công Kiều, Q.1 là lựa chọn tốt. Món miền Nam, khá đa dạng. Mấy món truyền thống kiểu cuốn, bánh khọt, đồ ăn nấu rất an toàn vừa đủ, không chê. 
Tráng miệng có chè 2 loại là chè bưởi và chè chuối dở cả 2 đừng gọi
Theo mình thấy cũng một 9 một 10 với Mặn Mòi nhưng giá thấp hơn tầm 20%, rất đáng cân nhắc. Và đẹp, set up trong nhà gỗ, cửa kính to nhìn ra vườn cây xanh mát, không bị xô bồ, các cụ ra vườn chụp hình cũng xinh 
#saigon
#monviet
#diningreview","44",,"1",,"40","3",,,"4"
"10","Màu - 5 Văn Miếu (7/10 điểm) 
1 quán đi date mới cuối tuần. Menu k có quá nhiều món và có thay đổi theo mùa. 
• Bên ngoài quán tke trông hơi giống quán cafe hơn là nhà hàng ăn.
• Điều thích nhất là ánh sáng tầng 2 rất đẹp. Ấm cúng cozy tối tối thích hợp đi date nhưng khi lên ảnh lại rất nịnh mắt. 
• Đọc review mng chê cách nhân viên pvu. Nvien chưa được đào tạo kĩ để hiểu về đồ ăn để tư vấn nhưng rất ngoan và nhiệt tình. Tuy nhiên k phù hợp với pcach nhà hàng lắm.
Review những món mình đã thử: 
1. Bánh mì brioche cực ngon vì trong mềm và ấm nóng, vỏ phủ đường ngọt nhẹ. Ấn tượng bơ ăn kem vừa có chút mặn chút ngọt mà rất ngậy thơm ( must try) 
2. Cá tẩm bột kèm sốt thì là màu xanh, thanh chua nhẹ hợp và lạ tuy nhiên cá chiên chưa ráo dầu ( bình thường) 
3. Ngôi sao sáng của Màu chính là thịt bê tái ăn với puree tỏi đen, thính gạo, sốt kem,... nhg với cá nhân mình thấy không hợp trong menu lần này. Cảm giác k biến tấu khác lạ so với thịt bê tái ăn ngoài hàng chuyên về bê….. ( chê)
4. Mỳ mực ăn kèm xúc xích k quá ấn tượng. Mỳ màu mực chứ k có vị mực ( bình thường)
5. Thịt lợn Duroc nướng rất ngon, thơm smoky, thịt mềm, juicy, viền thịt nướng giòn, ăn kèm cơm nấm shitake. 1 suất thịt rất bự phải 3 người ăn. 2 ng mình ăn cố k nổi >•< ( must try)
6. Bánh Dessert mình gọi thử cheesecake khoai lang kèm kem. Cheesecake ăn tới lớp ngoài mới thấy rõ vị khoai lang nướng thơm. Nhưng ăn no xong k recommend mng ăn món này vị ăn xg k tiêu mà no đầy lắm ( bình thường) 
Kết thúc bữa nhà hàng có mời tke chai vang theo ý thích và mang về hoặc bày tại quán. Rất trẻ trung. Khá hay 👌🏻
#diningreview","91",,,,"80","11",,,"9"
"19","BÒ KHO ÔNG BÀ GIÀ
Hay đi ngang tiệm này nhưng cũng không để ý. Tình cờ 1 hôm Nguyễn Thị Hồng Nhung  gửi cái clip của Chef Luke Nguyễn đến đây ăn rồi bảo mình đi ăn thử. Thấy cũng hấp dẫn nên hôm nay ghé ăn thử luôn.

Không gian xinh nhỏ nằm cuối con đường Trúc Ly yên tĩnh. Quán dùng máy lạnh nên khi vào nghe mùi bò kho bay khắp quán không được thoáng lắm.

Hôm nay mình chọn sợi mỳ làm bằng tay với trứng ngâm tương chấm với Bò Kho. Style khá giống của Nhật. Giá 115k

Hương vị Bò kho thơm ngon nhưng hơi nồng mùi quế hồi. Thịt bò cắt bảng to. Nước trong không bị nhiều mỡ. Sợi mỳ tươi to bảng ăn rất đã.

Địa chỉ: Bò kho Ông bà già
70 Trúc Đường. Thảo Điền. Q2 Tphcm
#Diningreview
#tphcm
#bokho
#thaodien","45",,,,"41","4",,,"5"
"10","🌿 Sente – Một góc ẩm thực Việt thanh nhã giữa phố cổ Hà Nội
3 năm liên tiếp nằm trong danh sách Michelin Selected (2023, 2024, 2025) Sente (Nguyễn Quang Bích, Hà Nội) là một nhà hàng mang đậm hơi thở Việt Nam, từ không gian đến món ăn.

🪴 Không gian và thiết kế:
Nhà hàng được bao quanh bởi nhiều cây xanh, decor giản dị nhưng tinh tế, mang lại cảm giác mộc mạc, gần gũi.

Vị trí nằm trong khu vực phố cổ, nên Sente cũng là điểm đến thu hút khá nhiều khách nước ngoài tìm kiếm trải nghiệm ẩm thực Việt đích thực.

🍽️ Ẩm thực & trải nghiệm:
Giá cả tầm trung, khoảng 200.000 VND/người, nhưng chất lượng đồ ăn rất ổn.

Mình đã thử khoảng 5–6 món, trong đó:

Hải sản tươi, giòn, vị ngọt tự nhiên.

Các món rau củ cũng tươi, được chế biến đơn giản nhưng tròn vị.

Món nào cũng được decor đẹp mắt, cho thấy sự chỉn chu từ khâu nguyên liệu đến cách trình bày.

Là người khá dễ ăn, nhưng mình vẫn cảm thấy mọi thứ ở đây đều trọn vẹn và hài lòng. Không có cảm giác vội vàng hay qua loa, mà mọi thứ đều nhẹ nhàng, đủ tinh tế để khiến bạn muốn quay lại lần nữa.
 Tóm lại:
Sente là lựa chọn rất xứng đáng để thử, dù bạn là người bản địa hay khách nước ngoài.
Không cần sang trọng quá mức, mỗi chi tiết ở đây đều kể một câu chuyện Việt giản dị mà tinh tế – đúng tinh thần của một địa chỉ được Michelin chọn mặt gửi tên.
#diningreview #Hanoi","61",,"1",,"53","7",,,"3"
"13","HCMC - tình yêu Nephele Restaurant nói trước mình rất thích nhà hàng nên sẽ hơi thiên vị. Menu ngon từ đầu đến cuối. Chốt là thế, không ăn là thiệt thòi, trăn trở
Tầng trệt:

- lươn nước ngọt của nhật được hun khói và nướng. Glaze với một lớp sốt nhẹ được làm từ hạt dổi, ở giữa là hạt bo bo được lên men và nấu risotto. Ngọt và béo từ lươn cộng với cảm giác ngọt tinh bột nhẹ của bobo. Thời bao cấp gian khổ ăn bo bo mà ngon thế này có phải tốt không 
- Brittany oyster của David Herve được trần
trong sốt beurre blanc cùng với dầu lá thông. Bên dưới là hành baro nướng, hạt thông. Ở trên là hành baro cắt sợi chiên giòn, bột rong biển nori và ớt sợi. 
Lên gác:
- Tomato salad: cà chua cherry Đà Lạt ngọt được lột vỏ và để nguyên. Ở bên dưới là cà chua thịt được sấy cùng dưa hấu và tảo bẹ, texture rất giống thịt, giữa là một ít đá bào từ chanh bergamot, dầu chorizo và ăn kèm cùng với rau mizuna và hoa cẩm chướng. Và đặc biệt nhất là nước cà chua, sảng khoái và rất ngọt ngào
- măng tây trắng tempura, măng tây xanh được nướng trên lửa than, kèm mầm đậu ngọt. Ở giữa thì có parfait foie gras de canard, rất icecream texture, nền ở dưới thì có parmigiano reggiano, tiêu lốt và hạt phỉ. Món này mình siêu thích vì xử lý gan ngỗng y như kem lạnh, mà không bị mùi gây của gan. Nhưng ai mà thích gan ngỗng kiểu truyền thống lại không thích vì chê mất mùi đặc trưng. Khẩu vị cá nhân 
- Cồi sò điệp áp chảo, bên ngoài được quấn một lớp bacon. Điểm đặt biệt là dùng chung với xốt
nấu từ chân giò và mỡ iberico. Nấu rất hoàn hảo
- Bánh mỳ Miso Sourdough được nướng mới mỗi ngày của Thuận (con men được nuôi 8 năm), bơ truffle và mật ong nguyên tổ. Món này là cực kỳ ngon. Theo bạn mình, người đi khắp nơi và rất mê ăn uống thì bánh mì này ngon nhất trong đời.
-Bồ câu, dry-aged 4 ngày nướng medium – rare. Xốt vanilla, puree là củ sunchoke nướng vàmận hậu. Ngon lém, rất juicy 
- Món cừu ở đây làm 2 đứa vốn dĩ không thích mùi cừu gây say mê. Đặc biệt là sườn cừu rất ngon, có mỡ ngậy nướng than thơm lừng. Xốt dầu lá sung, ăn kèm puree tỏi và phomai, lá lốt được nhồi fig salsa. 
Tráng miệng rất ngon
- Kem gạo rang ăn cùng với dầu hạt óc chó và kẹo hạt óc chó, trứng cá tầm Krystal Kaviari. - - - Dark chocolate mousse và được cold smoked, ăn cùng với drunken cherry, granite từ phần nước của drunken cherry
Xuống bar dưới nhà tiếp: 
- Rum Canele, ngoài giòn và trong mềm hơi dẻo rất chuẩn
- Coffee mousse, tan chảy trên lưỡi cũng là kết thúc hoàn hảo
P/S: tối qua rất hoàn hảo, đồ ăn, rượu ngon. Chúc mừng Paul rất xứng đáng nhận sao Michelin. Em luôn là số 1 với chị 
#Michelin
#saigon
#diningreview","86",,"2",,"69","14",,"1","5"
"34","Recommend cả nhà đi Hội An ra đây ăn, nhiều đặc sản Cù Lao Chàm và có cơm niêu gia đình giá rất okela mà tươiii, nấu rất vừa miệng . Cơm canh hay hải sản đều ngon
Nhà mình gọi như sau chỉ hết có 1tr5

Tôm càng xanh thiên nhiên sông Thu Bồn. 2 chú tôm đẫm gạch size XL nướng 
Tôm đất sông Thu Bồn rang 
Canh cua đá Cù Lao Chàm nấu rau muống 
Cơm trắng 
Cà muối chấm mắm nêm
Ba chỉ rang cháy cạnh 

( con cua đá Cù Lao Chàm này rất đặc biệt mọi ng tìm hiểu là biết nha, chỉ có mùa thôi. Chồng e năm ngoái ra tận đảo ăn con cua đá hàng chuẩn bảo là con to n hiếm lắm có tem mã vạch cơ, nhà hàng này bán cua trông nhỏ nhỏ e đoán chắc bắt chui chứ cái này k đc đánh bắt bừa bãi vì nguy cơ tuyệt chủng.
Cái gạch cua vị rất khác vì n ăn lá rừng, lá thuốc ở đảo Cù Lao Chàm, lừoi gặm thì gọi bát canh cua như e la đc 2 con , hoặc muốn thử nguyên bản độ đặc biệt thì nên mua cua riêng để ăn hấp mộc ) 

Tay nấu vừa vặn, đậm đà. Bố mẹ chồng e rất kén miệng mà còn khen đấy ạ, nên ai đi cả gia đình nhiều thế hệ thì hãy qua đây là yên tâm
Location đỗ xe thoải mái, to rộng thoáng mát
Phục vụ nhiệt tình 

Ăn cơm  thì đi trưa nha tối hon k phục vụ cơm đâu ạ. 
E hỏi thử giá vài loại hải sản để so sánh thì còn rẻ hơn ra biển An bàng ăn cơ nhất là cái ngao biển 

Menu ảnh cuối các bác tham khảo
📍 Hải Sản Hội An 
138 Hai Bà Trưng - Hội An

#Diningreview
#Hoianseafood
#HaisanHoiAn","211",,,,"193","18",,,"67"
"13","Hidden bar đậm chất Mexico🇲🇽
Ẩn mình giữa phố cổ Hội An, Mezcal Coctelería là một hidden bar đúng nghĩa .. nhỏ, kín đáo nhưng cực kỳ cuốn hút. Đây là quán cocktail đầu tiên ở Việt Nam chuyên về rượu agave như tequila và mezcal, mang đến một trải nghiệm đậm chất Mexico từ hương đến vị.

Menu cocktail đầy sáng tạo với nguyên liệu như ớt khô Mexico, các loại gia vị đặc trưng và đặc biệt là 12 loại rượu ngâm dứa Nam Mỹ (infused mezcal) – trong đó có loại được mang trực tiếp từ Mexico về! Mỗi loại đều có hương vị riêng biệt, cay – khói – chua – ngọt tùy loại, cực kỳ nịnh vị giác.

🍹 Tối nay mình thử 2 ly :
Una Pera Picante: mezcal nền, vị lê thanh, cay nhẹ, hậu vị khói cực thơm và chua của lime

Ly 2 là  xí muội  có  purée đào và hibiscus-infused tequila – chua cay mặn ngọt fruity my-gout cực thơm và ưng ... Đặc biệt là được chọn muối cho viền ly – có đủ loại như muối hồng, muối chanh ớt, muối kiến vàng, muối tôm, muối xí muội … một chi tiết nhỏ mà khiến mỗi ly cocktail trở nên cá nhân hoá và thú vị hơn hẳn.

📍 Không gian ở tầng 2 view phố cổ ( nghe nói nhà hàng bên dưới và cocktail bar này cùng chủ ) , quầy bar nới chuyện thoải mái hoặc ra ban công ngồi ngắm phố, ánh sáng đúng chất hidden bar , chill và vui vừa đủ với list nhạc latin ( mùa đông mê jazz thì hè là phải mê nhạc latin nha quý zị ơiiii ) . Quán bar tke k cầu kì, bạn bartender nói là anh chủ tự tay decor và trang trí, vẽ lên tường để tái hiện cái chất của Mexico 

Ở đây có vài món đồ nhắm 😆 ai mà lười ăn tối thì ghé đây tán gẫu ăn nhẹ là ok.11h30 last order, 12g đêm close ! 

Ai mê cocktail và thích khám phá hương vị mới lạ – #MezcalCoctelería là một điểm đến không thể bỏ qua khi ghé Hội An !

#Diningreview
#hiddenbarinHoiAn
#CocktailbarHoian","81",,,,"76","5",,,"10"
"27","🍣 Sushi Tiger – Sushi băng chuyền của người Nhật tại Hà Nội
📍1144 Đê La Thành, Ba Đình, Hà Nội

Quán mới khai trương được 3 hôm nhưng đã rất đông khách. Mình biết tới nhà hàng vì cùng chủ với Fume ở TP.HCM nơi mình từng ăn Omakase. Menu tại đây do chính bếp trưởng người Nhật cũng là chủ Fume lên công thức và kiểm soát chất lượng, nên mình rất kỳ vọng. Thật may, trải nghiệm hôm nay từ món ăn đến phục vụ đều khiến mình hài lòng.

Điểm mình ấn tượng nhất là quán có bếp trưởng và 3 quản lý người Nhật, túc trực theo dõi quầy, kiểm soát món ăn ra đều và sẵn sàng hỗ trợ khách.

🍥 Sushi băng chuyền chia theo màu đĩa với các mức giá khác nhau mình chọn nhiều nhất các đĩa giá từ 30.000đ đến 50.000đ, rất hợp lý. Ngoài ra, nếu bạn muốn trải nghiệm đầy đủ hơn, có thể quét mã QR để gọi riêng từ bếp, chất lượng cá sẽ tươi và cao cấp hơn.

Mình đi một mình nhưng vẫn ăn được kha khá để thử vị:
– Sushi bụng cá hồi, bụng cá ngừ, cá ngừ thường, sushi lươn nướng, sushi sò điệp, sushi tôm…
– Salad rong biển bạch tuộc, bánh bạch tuộc chiên, soup,…
– Tráng miệng: bánh khoai lang trà xanh (vị ổn, hơi nhỏ)

🧑‍🍳 Quan sát thấy khoảng 70% khách là người Nhật, còn lại là khách Việt. Người Nhật thường gọi theo menu đủ đầy các món sushi, salad, món chiên, món nóng và súp miío.

📌 Lưu ý nhỏ: Quán đông, có hôm 19h30 đã ngừng nhận khách vì hết đồ tươi (vì đồ được đặt theo ngày). Nên nếu muốn trải nghiệm, bạn nên đặt bàn trước.
📌 Không gian gọn gàng, sạch sẽ. Trà xanh miễn phí, gia vị đầy đủ tại bàn.
📌 Phục vụ dễ chịu, chăm chút từng bàn. Ăn xong bữa là no thật sự, dù đi một mình.

💰 Tổng bill hơn 535.000đ (đã giảm 20% khai trương) xứng đáng với chất lượng và dịch vụ nhận được.

✨ Đánh giá cá nhân:
– Không gian: 8/10
– Đồ ăn: 8/10
– Phục vụ: 9/10

👉 Một trải nghiệm sushi băng chuyền đúng phong cách Nhật, chất lượng ổn định, giá hợp lý và rất đáng thử, nhất là với ai thích sự đơn giản, gọn gàng trong ăn uống.
(Hóa đơn & ảnh món mình đính kèm để bạn tham khảo nhé!)

#sushitiger #sushibangchuyennhat #reviewdoannhat #diningreview #tinangoc","78",,,,"76","2",,,"15"
"0","tiếp tục series Michelin ở Đà Nẵng.

khu Phan Tứ gần chợ Bắc Mỹ An này cực kì nhiều quán cháo vịt.

Quán Cô Chủ Nhỏ này thì mình vô tình ghé qua, chứ ko có xem guide gì. 

Cháo ăn tạm ổn. Thịt vịt thì mềm nhưng ko thơm lắm. Được cái ưu điểm là rất rẻ. Gọi đĩa 40k thấy size hết hồn luôn. 

Cùng khu này mình hay ăn quán ngay trước cổng chợ Bắc Mỹ An, lụp xụp bán vỉa hè ngày đầu chợ. Chỉ bán từ 3h chiều, quán này thịt vịt chắc và thơm hơn. Ăn với xoài xanh và chuối chát vô cùng bánh cuốn. 

Ko hợp tiếp khách, chỉ ăn cho vui. 

Ảnh Mr J
#diningreview 

#danang

#amthucvungmien","26",,,,"25","1",,,"0"
"18","Chạy nhanh ra thẩm quán bún bò gần nhà sau khi có danh sách Michelin.
 
Ưu điểm: quán đẹp, dễ check-in dễ tiếp khách

Lưỡi hầm rất mềm và thơm

Nhược điểm: nhiều bột ngọt, và hơi ít rau

Ăn xong tô thập Cẩm vẫn còn đói

Nói chung phù hợp với khách du lịch hơn

#diningreview
#danang","58",,,"9","46","3",,,"2"
"6","Tiệc cocktail của Michelin Ceremony 2025 đãi những gì…
Em phải nói mấy món của chef DAVIDE GARAVAGLIA đến từ nhà hàng 2* CÔTE BY MAURO COLAGRECO Thailand đúng đỉnh

#diningreview
#MICHELINGuideVN
#MichelinSTAR25.","122",,"1",,"111","9",,"1","5"
"73","Đến hẹn lại lên, em đã có mặt… những cái tên mới nào năm nay sẽ được gọi tên ạ? 
Em sẽ update dưới cmt nhé 😌
#diningreview
#MICHELINGuideVN
#MichelinSTAR25","169",,"2","2","147","18",,,"13"
"21","Lâm Vĩnh Mậu-Tiệm chè trên 60 năm ở đất Sài Gòn.

Chủ quán là một bác người Hoa, căn nhà hiện tại được xây theo văn hóa của người Tiều. Quán chè nằm trên con đường Nguyễn Thái Bình Quận 1 chỉ bán vào ban đêm.

Theo bác chủ quán chia sẽ món chè này có từ thời Ông nội của bác từ khi còn là 1 gánh chè rong ruổi và đến đời nay chiếc xe đẩy bằng gỗ, được khắc họa các họa tiết hàm chứa những câu chuyện lâu đời của người Hoa. Trung tâm của hàng họa tiết chính là biển hiệu viết tên Lâm Vinh Mậu.

Theo bác chủ quán chia sẽ  nhờ nấu trong một thời gian dài mà phần nước cốt của mỗi loại chè mới thơm, đậm đà mùi hương hoa quả như vậy. Điểm đặc biệt là bên dưới các nồi nguyên liệu chính là bếp than bằng đất luôn cháy rực để khi nào khách ăn thì chủ quán sẽ đun nóng chè để làm nồng nàn thêm hương vị của chén chè.

Mình để ý có một nồi nước màu vàng nhạt đặt chính giữa xe mà khi làm bất cứ món chè nào, chủ quán đều múc vài muỗng vào để giảm lại độ ngọt cho chè. Ít ai biết nồi nước màu vàng này được nấu từ các loại thảo mộc. Và mỗi khi ăn chè xong Khách được bác chủ quán múc 1 chén nước thảo mộc này để tẩy vị giống như trong 1 nhà hàng Fine Dining.

Khi đến đây nhất định phải thử món chè Hạnh nhân.Phần hạnh nhân được làm thành thạch rất thơm.

Kế đến nên ăn món trứng nấu với củ năng ngọt thanh mát.
Món chè hạt sen thơm lừng mùi sen cũng là món không thể bỏ qua.

Món chè đậu đỏ cũng khá ngon thơm thoảng mùi vỏ quýt khô để khử đi mùi tanh của đậu đỏ .Hơn nữa, trong ẩm thực của người Hoa, cách nấu này cũng giúp món ăn nên thuốc

Phục vụ: Tâm tính chủ quán khi vui lúc buồn. Lúc vui thì rất nhiệt tình kể các bí quyết và những câu chuyện làm nên món chè ngon và cho thực khách thử hết các hương vị chè. Còn khi ko vui thì khách cắm mặt ăn không ai nói ai 1 tiếng nào.

Tóm lại đây là 1 quán chè ngon đáng trải nghiệm nhưng với mức giá không hề ""lề đường"" tầm 50k cho 1 chén chè. Điều khác lạ là ở đây ko có bảng giá. Ăn xong chủ quán tự tính tiền😆

Địa chỉ: Chè Lâm Vĩnh Mậu:31 Nguyễn Thái Bình. Q1. Tphcm
#diningreview
#chè
#tphcm
#amthucvungmien","65",,,,"61","4",,,"11"
"0","Aii tasting menu mùa 3 | Bềnh Bồng. 

Thật sự thì concept việt mà đầu tư kì công, tỉ mỉ từng chút 1 về graphic ntn thì mình mới thấy lần đầu, nhà hàng chịu khó thuê designer vẽ illustrations cho từng tấm card nhỏ xíu, menu làm rất đẹp, thuê nghệ nhân làm múa rối nước làm con rối, làm box thuỷ đình v.v. Rất kì công. 

Thời lượng dùng bữa gần 2h, lâu hơn nếu đi đông. Overall món ăn rất ngon, mình ấn tượng ở món vịt trời và món cá trước đó. Có chơi mini game để trúng các quà tặng hấp dững, cao 1 là 1 set menu cho mùa tới. 

Chef Alain có ra chào và mình bày tỏ rằng chef làm mọi thứ rất tâm huyết nên mình rất ngạc nhiên, góp ý một vài thứ để menu hoàn thiện hơn từ phía góc nhìn là ng đi ăn. Chef rất cầu thị và tiếp thu. 

Phần còn lại hình + video đã nói tất cả. 

#dinningreview #aii","34",,,,"33","1",,,"2"
"2","𝗪𝗔𝗩𝗘𝗦 𝗢𝗙 𝗙𝗟𝗔𝗩𝗢𝗥 | 𝘌𝘔𝘉𝘈𝘙𝘒 𝘖𝘕 𝘈 𝘌𝘜𝘙𝘖𝘗𝘌𝘈𝘕 𝘊𝘜𝘓𝘐𝘕𝘈𝘙𝘠 𝘌𝘚𝘊𝘈𝘗𝘌

Em chào Anh/ Chị, em là Bích Ngọc đại diện nhà hàng của khách sạn Le Meridien Saigon.

Cứ mỗi tháng Latest Recipe sẽ đưa quý thực khách đến một vùng đất mới. Tháng 6 này, làn sóng của những hương vị tại Latest Recipe sẽ tiếp tục đưa Anh/ Chị bước vào hai vùng đất đầy mê hoặc: Pháp và Ý. Từ 𝘎𝘢𝘯 𝘯𝘨𝘰̂̃𝘯𝘨 𝘢́𝘱 𝘤𝘩𝘢̉𝘰 béo mịn, 𝘙𝘪𝘴𝘰𝘵𝘵𝘰 𝘵𝘰̂𝘮 𝘩𝘶̀𝘮 thơm ngậy đến 𝘉𝘰̀ 𝘹𝘰̂́𝘵 𝘯𝘢̂́𝘮 𝘮𝘰𝘳𝘦𝘭 đậm đà, từng món ăn là một điểm dừng chân đáng nhớ giữa lòng châu Âu.

Bên cạnh quầy hải sản đặc biệt và các nguyên liệu cao cấp, đừng bỏ lỡ cái kết ngọt ngào với 𝘛𝘪𝘳𝘢𝘮𝘪𝘴𝘶 chuẩn vị Ý hay phần 𝘊𝘳𝘦̂𝘱𝘦 𝘧𝘭𝘢𝘮𝘣𝘦́ bốc lửa ngay tại bàn.

Sẵn sàng cho một trải nghiệm vị giác đậm chất châu Âu với ưu đãi 20% cho thành viên Dinning Review.

Hy vọng có cơ hội được đón tiếp các Anh/ Chị ghé thưởng thức!

Địa chỉ: 3C Tôn Đức Thắng, khách sạn Le Meridien Saigon.
SDT: 0799 528 987
#gioithieunhahang
#diningreview
#saigon","8",,,,"7","1",,,"1"
"10","Luna d’Autunno – 27 Phố Nam Ngư, Cửa Nam, Hoàn Kiếm, Hà Nội

Gần đây có vài anh chị hỏi mình: “Pizza ở Luna bây giờ còn ngon không?”. Mình cũng tò mò nên đã quay lại sau đúng 10 năm để xem mọi thứ có gì khác.

Thật lòng mà nói, khi Hà Nội đã có quá nhiều nhà hàng Ý mới, hiện đại và sáng tạo hơn, thì Luna dường như vẫn giữ nguyên mọi thứ như xưa từ cách bài trí, đến không khí. Không gian hơi cũ, buổi tối mình tới chỉ có khoảng 3 bàn khách, khá vắng.

🧀 Về món ăn:
 • Salad burrata & cà chua: tươi, vị ổn nhưng không đặc sắc
 • Bruschetta cà chua & olive: ăn tạm, chưa thực sự ấn tượng
 • Ravioli nhân rau: phần vỏ hơi cứng, nhân chưa nổi bật
 • Pizza anchovy (cá cơm): đây là điểm sáng nhất bữa ăn! Nướng khéo, viền giòn, topping đậm đà rất hợp gu mình.

📌 Một điểm trừ là quán phục vụ nước lọc bằng chai Dasani nhựa lớn, khá bất ngờ với một nhà hàng Ý lâu đời như Luna. Bù lại, nhân viên lễ phép, dễ chịu.

✨ Đánh giá cá nhân:
 • Không gian: 7/10 
 • Đồ ăn: 6/10 (trung bình, trừ pizza đáng thử)
 • Phục vụ: 8/10

💰 Tổng bill hơn 900K cho 2 người.

Luna có thể không còn là lựa chọn hàng đầu cho một bữa Ý trọn vẹn, nhưng nếu bạn chỉ muốn ăn một chiếc pizza nướng lò thật ngon, thì đây vẫn là một địa chỉ nên thử.

#pizzaHanoi #lunadautunno #italianfood #diningreview","47",,"1",,"46",,,,"4"
